lfdb_id,lectin,glycotoucan_id,iupac_name,glycan_class,mass_Da,Ka_x10e4_per_M,source
LfDB0065,Galectin-3 (Human) CRD,G59487HS,Gal(b1-3)Gal(b1-3)Gal(b1-4)Glc-ol,oligosaccharide,668.24,4.659,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G50205RT,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1683.63,4.616,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G07990UY,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1933.7,4.475,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G06550JR,GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1480.55,4.210,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G53858MF,GlcNAc(b1-2)[Gal(b1-3)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1683.63,4.193,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G70374BH,GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc-ol,polysaccharide,1626.61,3.925,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G79446WY,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1933.7,3.703,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G31668AP,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,2224.8,3.683,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G51497IR,GalNAc(a1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc-ol,polysaccharide,912.34,3.007,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G69180XT,Gal(b1-3)Gal(b1-4)Glc-ol,oligosaccharide,506.18,2.640,LfDB/FAC/GlyCosmos
