lectin,gl_number,uniprot,glycotoucan_id,binding_intensity,stdev,source,concentration
WGA,GL_000042,P10968,G84224TW,10.32,3.28,CFG,1
WGA,GL_000042,P10968,G09588MX,10.44,9.89,CFG,1
WGA,GL_000042,P10968,G47548GA,10.60,5.03,CFG,1
WGA,GL_000042,P10968,G57884AX,10.78,14.87,CFG,1
WGA,GL_000042,P10968,G74917JX,10.79,10.52,CFG,1
WGA,GL_000042,P10968,G41722LN,10.86,14.51,CFG,1
WGA,GL_000042,P10968,G00051MO,11.03,11.90,CFG,1
WGA,GL_000042,P10968,G63337SS,11.15,8.60,CFG,1
WGA,GL_000042,P10968,G76861MB,11.17,16.47,CFG,1
WGA,GL_000042,P10968,G78059CC,11.20,10.30,CFG,1
WGA,GL_000042,P10968,G09397NL,11.36,8.64,CFG,1
WGA,GL_000042,P10968,G76571JT,11.38,4.52,CFG,1
WGA,GL_000042,P10968,G19524AS,11.40,9.59,CFG,1
WGA,GL_000042,P10968,G58590MR,11.45,7.86,CFG,1
WGA,GL_000042,P10968,G40696TO,11.93,2.29,CFG,1
WGA,GL_000042,P10968,G91317CD,12.12,6.52,CFG,1
WGA,GL_000042,P10968,G96881BQ,12.14,9.02,CFG,1
WGA,GL_000042,P10968,G14829OL,12.25,9.55,CFG,1
WGA,GL_000042,P10968,G91237TK,12.25,5.40,CFG,1
WGA,GL_000042,P10968,G33986KK,12.26,7.58,CFG,1
WGA,GL_000042,P10968,G76763LN,12.40,6.66,CFG,1
WGA,GL_000042,P10968,G74709RD,12.53,13.04,CFG,1
WGA,GL_000042,P10968,G95894VW,12.60,3.78,CFG,1
WGA,GL_000042,P10968,G78074HX,12.61,6.28,CFG,1
WGA,GL_000042,P10968,G22203BB,12.67,17.87,CFG,1
WGA,GL_000042,P10968,G88313DY,12.73,5.83,CFG,1
WGA,GL_000042,P10968,G58399HX,12.73,11.49,CFG,1
WGA,GL_000042,P10968,G21705YX,12.86,6.90,CFG,1
WGA,GL_000042,P10968,G47548GA,12.98,8.52,CFG,1
WGA,GL_000042,P10968,G96852SM,13.01,6.36,CFG,1
WGA,GL_000042,P10968,G87492XO,13.03,11.55,CFG,1
WGA,GL_000042,P10968,G13034PC,13.19,19.80,CFG,1
WGA,GL_000042,P10968,G52173UV,13.26,6.75,CFG,1
WGA,GL_000042,P10968,G00031MO,13.38,20.45,CFG,1
WGA,GL_000042,P10968,G57784EB,13.47,13.27,CFG,1
WGA,GL_000042,P10968,G55718HL,13.66,12.48,CFG,1
WGA,GL_000042,P10968,G94211YR,13.75,8.64,CFG,1
WGA,GL_000042,P10968,G02657AK,13.76,23.42,CFG,1
WGA,GL_000042,P10968,G59782MA,13.85,14.53,CFG,1
WGA,GL_000042,P10968,G48740SL,13.87,7.52,CFG,1
WGA,GL_000042,P10968,G38859XU,14.23,11.36,CFG,1
WGA,GL_000042,P10968,G31865AG,14.26,14.60,CFG,1
WGA,GL_000042,P10968,G00035MO,14.38,6.93,CFG,1
WGA,GL_000042,P10968,G59782MA,14.43,11.78,CFG,1
WGA,GL_000042,P10968,G76355TG,14.50,10.55,CFG,1
WGA,GL_000042,P10968,G67646HL,14.51,8.20,CFG,1
WGA,GL_000042,P10968,G98465JN,14.82,8.64,CFG,1
WGA,GL_000042,P10968,G69728IZ,14.90,16.24,CFG,1
WGA,GL_000042,P10968,G90333CG,14.90,8.83,CFG,1
WGA,GL_000042,P10968,G78706CK,14.96,15.22,CFG,1
WGA,GL_000042,P10968,G09183JD,15.06,6.86,CFG,1
WGA,GL_000042,P10968,G26555CS,15.27,11.74,CFG,1
WGA,GL_000042,P10968,G78706CK,15.31,16.27,CFG,1
WGA,GL_000042,P10968,G41372SJ,15.44,6.37,CFG,1
WGA,GL_000042,P10968,G07357YR,15.54,9.83,CFG,1
WGA,GL_000042,P10968,G81516LH,15.55,15.68,CFG,1
WGA,GL_000042,P10968,G06873PC,15.67,7.43,CFG,1
WGA,GL_000042,P10968,G00059MO,15.94,21.12,CFG,1
WGA,GL_000042,P10968,G91237TK,15.97,10.95,CFG,1
WGA,GL_000042,P10968,G51080VE,16.11,16.50,CFG,1
WGA,GL_000042,P10968,G85608AG,16.42,10.89,CFG,1
WGA,GL_000042,P10968,G09921WG,16.54,5.36,CFG,1
WGA,GL_000042,P10968,G24432YB,16.60,3.56,CFG,1
WGA,GL_000042,P10968,G50645ZL,16.66,13.57,CFG,1
WGA,GL_000042,P10968,G35116BF,16.70,15.12,CFG,1
WGA,GL_000042,P10968,G97894OW,16.74,8.44,CFG,1
WGA,GL_000042,P10968,G11423ZI,16.93,9.83,CFG,1
WGA,GL_000042,P10968,G13058JI,17.05,11.78,CFG,1
WGA,GL_000042,P10968,G30207PZ,17.05,11.92,CFG,1
WGA,GL_000042,P10968,G11687NW,17.07,14.46,CFG,1
WGA,GL_000042,P10968,G94983ZY,17.27,14.00,CFG,1
WGA,GL_000042,P10968,G57891XD,17.31,10.46,CFG,1
WGA,GL_000042,P10968,G08539FO,17.61,15.52,CFG,1
WGA,GL_000042,P10968,G10488WF,17.69,18.28,CFG,1
WGA,GL_000042,P10968,G78818SP,18.01,6.01,CFG,1
WGA,GL_000042,P10968,G46222DM,18.15,4.07,CFG,1
WGA,GL_000042,P10968,G87918MK,18.20,12.26,CFG,1
WGA,GL_000042,P10968,G84467IZ,18.27,9.58,CFG,1
WGA,GL_000042,P10968,G11647UD,18.50,9.44,CFG,1
WGA,GL_000042,P10968,G47649ZW,18.59,11.24,CFG,1
WGA,GL_000042,P10968,G73578JC,18.71,13.75,CFG,1
WGA,GL_000042,P10968,G01245TU,18.76,9.10,CFG,1
WGA,GL_000042,P10968,G64271BN,18.83,18.53,CFG,1
WGA,GL_000042,P10968,G04624DG,19.00,8.06,CFG,1
WGA,GL_000042,P10968,G04026JU,19.08,9.77,CFG,1
WGA,GL_000042,P10968,G70573KH,19.11,11.57,CFG,1
WGA,GL_000042,P10968,G17963KW,19.20,6.60,CFG,1
WGA,GL_000042,P10968,G58896AZ,19.20,12.21,CFG,1
WGA,GL_000042,P10968,G00052MO,19.58,10.53,CFG,1
WGA,GL_000042,P10968,G28052FT,19.61,10.82,CFG,1
WGA,GL_000042,P10968,G61009EJ,20.16,10.02,CFG,1
WGA,GL_000042,P10968,G28693FR,20.20,5.32,CFG,1
WGA,GL_000042,P10968,G00056MO,20.36,10.76,CFG,1
WGA,GL_000042,P10968,G38999IM,20.44,11.20,CFG,1
WGA,GL_000042,P10968,G61435KZ,20.53,8.92,CFG,1
WGA,GL_000042,P10968,G26555CS,20.85,9.89,CFG,1
WGA,GL_000042,P10968,G65889KE,21.25,14.03,CFG,1
WGA,GL_000042,P10968,G60713GB,21.36,13.23,CFG,1
WGA,GL_000042,P10968,G12518FG,21.49,12.10,CFG,1
WGA,GL_000042,P10968,G00068MO,21.78,9.74,CFG,1
WGA,GL_000042,P10968,G41033YN,22.00,12.66,CFG,1
WGA,GL_000042,P10968,G00035MO,22.07,10.70,CFG,1
WGA,GL_000042,P10968,G97249VB,22.65,10.72,CFG,1
WGA,GL_000042,P10968,G00048MO,23.16,9.26,CFG,1
WGA,GL_000042,P10968,G32254QI,23.52,19.56,CFG,1
WGA,GL_000042,P10968,G55954SF,23.70,10.34,CFG,1
WGA,GL_000042,P10968,G96487RC,23.86,13.39,CFG,1
WGA,GL_000042,P10968,G55220VL,24.78,3.99,CFG,1
WGA,GL_000042,P10968,G61399NC,24.97,15.42,CFG,1
WGA,GL_000042,P10968,G09520ZQ,25.02,16.02,CFG,1
WGA,GL_000042,P10968,G41052GC,25.09,10.29,CFG,1
WGA,GL_000042,P10968,G71994UD,25.49,15.43,CFG,1
WGA,GL_000042,P10968,G35679TE,25.56,24.54,CFG,1
WGA,GL_000042,P10968,G52880ZN,26.02,9.71,CFG,1
WGA,GL_000042,P10968,G32723SL,26.30,8.88,CFG,1
WGA,GL_000042,P10968,G47212KG,26.44,25.72,CFG,1
WGA,GL_000042,P10968,G91532KA,26.52,6.90,CFG,1
WGA,GL_000042,P10968,G00037MO,26.54,16.49,CFG,1
WGA,GL_000042,P10968,G84824ZO,26.59,7.47,CFG,1
WGA,GL_000042,P10968,G28868ZC,26.83,16.09,CFG,1
WGA,GL_000042,P10968,G07819HC,26.87,9.59,CFG,1
WGA,GL_000042,P10968,G76355TG,26.98,5.52,CFG,1
WGA,GL_000042,P10968,G08107SW,27.32,12.60,CFG,1
WGA,GL_000042,P10968,G00047MO,28.33,17.60,CFG,1
WGA,GL_000042,P10968,G66120GK,28.54,11.02,CFG,1
WGA,GL_000042,P10968,G92115PW,29.31,18.00,CFG,1
WGA,GL_000042,P10968,G40696TO,29.74,21.12,CFG,1
WGA,GL_000042,P10968,G21856LC,30.11,17.96,CFG,1
WGA,GL_000042,P10968,G75389VS,30.16,12.27,CFG,1
WGA,GL_000042,P10968,G50850NI,30.31,17.35,CFG,1
WGA,GL_000042,P10968,G08176ZW,30.34,23.18,CFG,1
WGA,GL_000042,P10968,G04497XO,30.51,13.36,CFG,1
WGA,GL_000042,P10968,G99053DY,31.39,26.67,CFG,1
WGA,GL_000042,P10968,G90562PB,31.71,16.97,CFG,1
WGA,GL_000042,P10968,G97763JB,32.26,10.08,CFG,1
WGA,GL_000042,P10968,G54115JL,32.26,20.52,CFG,1
WGA,GL_000042,P10968,G88696BY,32.85,18.50,CFG,1
WGA,GL_000042,P10968,G56749GV,33.34,19.09,CFG,1
WGA,GL_000042,P10968,G54826OZ,33.98,8.15,CFG,1
WGA,GL_000042,P10968,G69211UR,34.04,13.81,CFG,1
WGA,GL_000042,P10968,G00053MO,34.64,25.76,CFG,1
WGA,GL_000042,P10968,G59126YU,34.73,23.80,CFG,1
WGA,GL_000042,P10968,G25707UW,34.82,9.79,CFG,1
WGA,GL_000042,P10968,G67272YR,34.95,19.69,CFG,1
WGA,GL_000042,P10968,G23046QV,34.96,3.12,CFG,1
WGA,GL_000042,P10968,G48898TH,35.33,7.11,CFG,1
WGA,GL_000042,P10968,G80858MF,36.31,8.21,CFG,1
WGA,GL_000042,P10968,G90423CD,36.62,8.99,CFG,1
WGA,GL_000042,P10968,G41245OZ,36.83,30.76,CFG,1
WGA,GL_000042,P10968,G50318MT,37.71,11.67,CFG,1
WGA,GL_000042,P10968,G91827TX,39.99,15.86,CFG,1
WGA,GL_000042,P10968,G52713HV,40.10,15.74,CFG,1
WGA,GL_000042,P10968,G62112AO,41.00,22.73,CFG,1
WGA,GL_000042,P10968,G34356AA,41.08,21.34,CFG,1
WGA,GL_000042,P10968,G95742RK,41.99,20.97,CFG,1
WGA,GL_000042,P10968,G93612YS,43.01,6.72,CFG,1
WGA,GL_000042,P10968,G36476BA,43.20,14.64,CFG,1
WGA,GL_000042,P10968,G25407RZ,43.30,24.57,CFG,1
WGA,GL_000042,P10968,G66271TT,43.35,16.80,CFG,1
WGA,GL_000042,P10968,G05562YT,43.41,22.36,CFG,1
WGA,GL_000042,P10968,G91532KA,43.57,22.92,CFG,1
WGA,GL_000042,P10968,G00052MO,43.90,6.07,CFG,1
WGA,GL_000042,P10968,G46776WR,43.98,26.43,CFG,1
WGA,GL_000042,P10968,G98369DU,43.98,15.48,CFG,1
WGA,GL_000042,P10968,G91365ZQ,44.12,9.58,CFG,1
WGA,GL_000042,P10968,G28659UB,44.62,17.65,CFG,1
WGA,GL_000042,P10968,G63069TR,44.81,20.16,CFG,1
WGA,GL_000042,P10968,G61010HE,44.94,7.15,CFG,1
WGA,GL_000042,P10968,G60230HH,44.99,16.76,CFG,1
WGA,GL_000042,P10968,G71124KE,45.03,8.09,CFG,1
WGA,GL_000042,P10968,G94173VC,46.57,13.42,CFG,1
WGA,GL_000042,P10968,G57321FI,47.60,24.70,CFG,1
WGA,GL_000042,P10968,G40025AL,48.80,14.56,CFG,1
WGA,GL_000042,P10968,G04497XO,49.07,61.70,CFG,1
WGA,GL_000042,P10968,G14014EQ,49.64,8.10,CFG,1
WGA,GL_000042,P10968,G00041MO,50.31,51.32,CFG,1
WGA,GL_000042,P10968,G47325QT,50.39,21.19,CFG,1
WGA,GL_000042,P10968,G74840NI,50.44,16.52,CFG,1
WGA,GL_000042,P10968,G28148HG,50.48,11.50,CFG,1
WGA,GL_000042,P10968,G11457RF,50.74,40.24,CFG,1
WGA,GL_000042,P10968,G18938DW,51.79,16.93,CFG,1
WGA,GL_000042,P10968,G13413XO,52.49,37.33,CFG,1
WGA,GL_000042,P10968,G01614ZM,54.09,17.22,CFG,1
WGA,GL_000042,P10968,G57675TR,56.53,12.68,CFG,1
WGA,GL_000042,P10968,G84467IZ,57.80,8.93,CFG,1
WGA,GL_000042,P10968,G84467IZ,59.78,21.51,CFG,1
WGA,GL_000042,P10968,G32889SE,62.87,16.85,CFG,1
WGA,GL_000042,P10968,G11998FO,63.56,5.27,CFG,1
WGA,GL_000042,P10968,G61459JW,65.45,15.63,CFG,1
WGA,GL_000042,P10968,G58827HR,66.28,19.13,CFG,1
WGA,GL_000042,P10968,G51162XR,69.20,8.24,CFG,1
WGA,GL_000042,P10968,G71142DF,70.81,21.93,CFG,1
WGA,GL_000042,P10968,G31734OS,71.28,12.52,CFG,1
WGA,GL_000042,P10968,G04791QM,72.88,40.55,CFG,1
WGA,GL_000042,P10968,G71121NN,73.47,10.22,CFG,1
WGA,GL_000042,P10968,G00767OE,76.29,19.65,CFG,1
WGA,GL_000042,P10968,G79535HZ,76.46,13.75,CFG,1
WGA,GL_000042,P10968,G50850NI,76.79,22.58,CFG,1
WGA,GL_000042,P10968,G49322HB,77.79,66.21,CFG,1
WGA,GL_000042,P10968,G80393PG,80.54,16.98,CFG,1
WGA,GL_000042,P10968,G09546QO,81.96,11.26,CFG,1
WGA,GL_000042,P10968,G30586ZX,85.36,43.59,CFG,1
WGA,GL_000042,P10968,G20044TD,86.41,28.36,CFG,1
WGA,GL_000042,P10968,G97834OQ,87.02,37.30,CFG,1
WGA,GL_000042,P10968,G79654JL,89.09,66.12,CFG,1
WGA,GL_000042,P10968,G42930YG,89.97,5.31,CFG,1
WGA,GL_000042,P10968,G07932PU,91.91,24.27,CFG,1
WGA,GL_000042,P10968,G46503KK,91.95,42.93,CFG,1
WGA,GL_000042,P10968,G61491DK,95.25,6.91,CFG,1
WGA,GL_000042,P10968,G58161NS,95.51,12.64,CFG,1
WGA,GL_000042,P10968,G39509DP,102.77,34.75,CFG,1
WGA,GL_000042,P10968,G25562BM,103.53,33.61,CFG,1
WGA,GL_000042,P10968,G33476GF,106.13,57.83,CFG,1
WGA,GL_000042,P10968,G58274PS,107.83,22.26,CFG,1
WGA,GL_000042,P10968,G19134QI,119.48,69.54,CFG,1
WGA,GL_000042,P10968,G65562ZE,120.31,98.41,CFG,1
WGA,GL_000042,P10968,G31734OS,121.69,15.42,CFG,1
WGA,GL_000042,P10968,G57729TT,124.24,48.91,CFG,1
WGA,GL_000042,P10968,G14344KX,127.29,9.60,CFG,1
WGA,GL_000042,P10968,G86537AD,130.20,25.73,CFG,1
WGA,GL_000042,P10968,G22768VO,131.14,41.36,CFG,1
WGA,GL_000042,P10968,G75850OP,137.41,12.32,CFG,1
WGA,GL_000042,P10968,G06714AG,138.32,27.43,CFG,1
WGA,GL_000042,P10968,G48440GN,141.36,19.87,CFG,1
WGA,GL_000042,P10968,G73646HZ,150.00,59.10,CFG,1
WGA,GL_000042,P10968,G00054MO,158.35,39.47,CFG,1
WGA,GL_000042,P10968,G87687NN,167.31,37.56,CFG,1
WGA,GL_000042,P10968,G58169ID,176.71,18.91,CFG,1
WGA,GL_000042,P10968,G24095BS,185.49,44.92,CFG,1
WGA,GL_000042,P10968,G23438NR,198.39,221.19,CFG,1
WGA,GL_000042,P10968,G52360ZJ,199.07,64.65,CFG,1
WGA,GL_000042,P10968,G81085EP,204.98,47.61,CFG,1
WGA,GL_000042,P10968,G00056MO,208.24,115.34,CFG,1
WGA,GL_000042,P10968,G24142JB,213.52,80.25,CFG,1
WGA,GL_000042,P10968,G36972EH,218.49,66.59,CFG,1
WGA,GL_000042,P10968,G30627OI,219.50,69.29,CFG,1
WGA,GL_000042,P10968,G35382VN,222.80,52.05,CFG,1
WGA,GL_000042,P10968,G79809MM,232.45,60.42,CFG,1
WGA,GL_000042,P10968,G34108KW,240.69,26.99,CFG,1
WGA,GL_000042,P10968,G58232XB,244.59,13.64,CFG,1
WGA,GL_000042,P10968,G84350SH,269.59,43.76,CFG,1
WGA,GL_000042,P10968,G12460DL,270.46,32.32,CFG,1
WGA,GL_000042,P10968,G01614ZM,274.89,110.64,CFG,1
WGA,GL_000042,P10968,G24896TK,285.05,114.87,CFG,1
WGA,GL_000042,P10968,G80966KZ,289.53,25.98,CFG,1
WGA,GL_000042,P10968,G64950NP,303.08,37.80,CFG,1
WGA,GL_000042,P10968,G08157XK,303.47,127.16,CFG,1
WGA,GL_000042,P10968,G55144QZ,308.38,88.49,CFG,1
WGA,GL_000042,P10968,G87360NI,315.47,35.43,CFG,1
WGA,GL_000042,P10968,G54953LX,348.40,18.79,CFG,1
WGA,GL_000042,P10968,G40529FD,357.43,21.26,CFG,1
WGA,GL_000042,P10968,G18988VX,360.62,42.13,CFG,1
WGA,GL_000042,P10968,G34073UX,364.36,28.74,CFG,1
WGA,GL_000042,P10968,G03044ED,367.34,51.07,CFG,1
WGA,GL_000042,P10968,G08169IN,379.69,33.56,CFG,1
WGA,GL_000042,P10968,G88094DN,384.73,79.51,CFG,1
WGA,GL_000042,P10968,G74353FF,389.81,132.65,CFG,1
WGA,GL_000042,P10968,G34678QT,395.89,62.49,CFG,1
WGA,GL_000042,P10968,G64633BH,397.95,87.14,CFG,1
WGA,GL_000042,P10968,G73932YR,404.56,28.13,CFG,1
WGA,GL_000042,P10968,G18320HP,404.99,3.02,CFG,1
WGA,GL_000042,P10968,G83666FZ,421.71,196.85,CFG,1
WGA,GL_000042,P10968,G30558XQ,445.75,54.71,CFG,1
WGA,GL_000042,P10968,G36387CV,456.19,122.29,CFG,1
WGA,GL_000042,P10968,G27290NP,457.88,188.77,CFG,1
WGA,GL_000042,P10968,G17465IO,478.00,35.16,CFG,1
WGA,GL_000042,P10968,G46776WR,500.58,71.16,CFG,1
WGA,GL_000042,P10968,G05260RH,517.32,139.14,CFG,1
WGA,GL_000042,P10968,G65832SQ,530.99,27.53,CFG,1
WGA,GL_000042,P10968,G24604HV,558.78,40.32,CFG,1
WGA,GL_000042,P10968,G24504JY,565.45,49.08,CFG,1
WGA,GL_000042,P10968,G69440RD,598.19,277.42,CFG,1
WGA,GL_000042,P10968,G97831QV,599.61,37.83,CFG,1
WGA,GL_000042,P10968,G73703YI,609.33,28.11,CFG,1
WGA,GL_000042,P10968,G52724WY,633.62,47.59,CFG,1
WGA,GL_000042,P10968,G87813TS,669.97,695.05,CFG,1
WGA,GL_000042,P10968,G90725ZC,679.51,143.95,CFG,1
WGA,GL_000042,P10968,G22768VO,694.19,61.89,CFG,1
WGA,GL_000042,P10968,G17140YY,748.30,142.16,CFG,1
WGA,GL_000042,P10968,G62117RR,781.20,54.81,CFG,1
WGA,GL_000042,P10968,G75584LU,785.26,25.05,CFG,1
WGA,GL_000042,P10968,G62117RR,828.35,142.35,CFG,1
WGA,GL_000042,P10968,G91257NC,837.00,94.37,CFG,1
WGA,GL_000042,P10968,G18859KD,839.97,231.82,CFG,1
WGA,GL_000042,P10968,G06594DV,927.60,42.76,CFG,1
WGA,GL_000042,P10968,G44411RJ,984.97,134.83,CFG,1
WGA,GL_000042,P10968,G17779DH,1037.30,124.19,CFG,1
WGA,GL_000042,P10968,G19687OL,1089.98,143.36,CFG,1
WGA,GL_000042,P10968,G36123IU,1095.22,119.68,CFG,1
WGA,GL_000042,P10968,G03629LR,1122.55,67.34,CFG,1
WGA,GL_000042,P10968,G38121JC,1165.78,72.67,CFG,1
WGA,GL_000042,P10968,G00066MO,1318.09,244.20,CFG,1
WGA,GL_000042,P10968,G06239NA,1358.63,701.47,CFG,1
WGA,GL_000042,P10968,G87385MI,1468.28,152.35,CFG,1
WGA,GL_000042,P10968,G35382VN,1471.47,122.79,CFG,1
WGA,GL_000042,P10968,G95440AP,1605.73,258.13,CFG,1
WGA,GL_000042,P10968,G56703WU,1627.72,220.20,CFG,1
WGA,GL_000042,P10968,G09681LD,1802.16,114.17,CFG,1
WGA,GL_000042,P10968,G97894QD,2134.74,146.32,CFG,1
WGA,GL_000042,P10968,G57321FI,2136.41,765.32,CFG,1
WGA,GL_000042,P10968,G64973KT,2202.34,220.33,CFG,1
WGA,GL_000042,P10968,G61418DU,2231.65,175.60,CFG,1
WGA,GL_000042,P10968,G75472OU,2239.69,1045.86,CFG,1
WGA,GL_000042,P10968,G40735XY,2338.51,723.50,CFG,1
WGA,GL_000042,P10968,G19026NP,2344.27,383.86,CFG,1
WGA,GL_000042,P10968,G97494HI,2427.86,478.33,CFG,1
WGA,GL_000042,P10968,G69411IG,2648.04,240.22,CFG,1
WGA,GL_000042,P10968,G36191CD,2729.98,134.31,CFG,1
WGA,GL_000042,P10968,G60430KO,2733.70,61.34,CFG,1
WGA,GL_000042,P10968,G09575SG,3199.75,181.62,CFG,1
WGA,GL_000042,P10968,G90130AG,3223.21,141.04,CFG,1
WGA,GL_000042,P10968,G86522OD,3284.80,847.80,CFG,1
WGA,GL_000042,P10968,G08143BZ,3346.47,148.08,CFG,1
WGA,GL_000042,P10968,G10219AA,3400.31,142.99,CFG,1
WGA,GL_000042,P10968,G46055MA,3414.92,299.10,CFG,1
WGA,GL_000042,P10968,G00055MO,3625.15,531.04,CFG,1
WGA,GL_000042,P10968,G27432KC,3911.97,263.15,CFG,1
WGA,GL_000042,P10968,G86784SP,4147.26,486.62,CFG,1
WGA,GL_000042,P10968,G39213VZ,4292.74,481.35,CFG,1
WGA,GL_000042,P10968,G74325TG,4434.13,513.76,CFG,1
WGA,GL_000042,P10968,G17807LO,4547.38,983.90,CFG,1
WGA,GL_000042,P10968,G19687OL,4728.65,296.49,CFG,1
WGA,GL_000042,P10968,G03499BP,4812.50,257.39,CFG,1
WGA,GL_000042,P10968,G12074QJ,4880.08,514.16,CFG,1
WGA,GL_000042,P10968,G36859SD,5119.23,184.47,CFG,1
WGA,GL_000042,P10968,G51131QL,5152.44,460.10,CFG,1
WGA,GL_000042,P10968,G42463OP,5317.52,453.28,CFG,1
WGA,GL_000042,P10968,G25787HL,5435.83,487.08,CFG,1
WGA,GL_000042,P10968,G37796OS,5462.88,1191.84,CFG,1
WGA,GL_000042,P10968,G44754DF,5476.88,418.21,CFG,1
WGA,GL_000042,P10968,G39213VZ,5581.02,412.91,CFG,1
WGA,GL_000042,P10968,G00066MO,5638.87,406.23,CFG,1
WGA,GL_000042,P10968,G92140GK,5720.89,474.30,CFG,1
WGA,GL_000042,P10968,G49108TO,6200.44,197.91,CFG,1
WGA,GL_000042,P10968,G00033MO,6339.85,366.85,CFG,1
WGA,GL_000042,P10968,G61459JW,6765.37,454.72,CFG,1
WGA,GL_000042,P10968,G51793MY,7252.98,522.80,CFG,1
WGA,GL_000042,P10968,G83133GQ,7320.50,615.13,CFG,1
WGA,GL_000042,P10968,G36200ZL,7350.12,167.69,CFG,1
WGA,GL_000042,P10968,G00055MO,7648.38,1719.53,CFG,1
WGA,GL_000042,P10968,G30694RX,7686.65,341.13,CFG,1
WGA,GL_000042,P10968,G97474SU,7716.58,581.07,CFG,1
WGA,GL_000042,P10968,G00058MO,8318.96,404.38,CFG,1
WGA,GL_000042,P10968,G93600HQ,8536.80,480.80,CFG,1
WGA,GL_000042,P10968,G29548YX,8588.86,835.95,CFG,1
WGA,GL_000042,P10968,G50779LX,8618.82,545.08,CFG,1
WGA,GL_000042,P10968,G55718HL,8673.86,799.27,CFG,1
WGA,GL_000042,P10968,G60890ZT,8822.13,1519.96,CFG,1
WGA,GL_000042,P10968,G14047PA,9003.62,473.49,CFG,1
WGA,GL_000042,P10968,G09509BG,9307.18,980.84,CFG,1
WGA,GL_000042,P10968,G28678TH,9440.74,366.20,CFG,1
WGA,GL_000042,P10968,G73305LV,10373.24,1015.72,CFG,1
WGA,GL_000042,P10968,G51911JA,10430.74,326.09,CFG,1
WGA,GL_000042,P10968,G08244HV,10526.06,1461.57,CFG,1
WGA,GL_000042,P10968,G62735WZ,10553.33,593.81,CFG,1
WGA,GL_000042,P10968,G93204KY,11085.14,2883.44,CFG,1
WGA,GL_000042,P10968,G00037MO,11459.48,1494.30,CFG,1
WGA,GL_000042,P10968,G00065MO,11745.08,475.82,CFG,1
WGA,GL_000042,P10968,G00055MO,12226.14,1529.82,CFG,1
WGA,GL_000042,P10968,G73723ZY,12231.91,674.04,CFG,1
WGA,GL_000042,P10968,G07397MN,12282.99,1689.76,CFG,1
WGA,GL_000042,P10968,G73077PR,12323.81,4039.61,CFG,1
WGA,GL_000042,P10968,G26238GL,12433.23,832.20,CFG,1
WGA,GL_000042,P10968,G26298FT,13244.36,1636.45,CFG,1
WGA,GL_000042,P10968,G60233WN,13285.92,1681.25,CFG,1
WGA,GL_000042,P10968,G00076PK,13507.32,725.48,CFG,1
WGA,GL_000042,P10968,G64586PM,14144.41,636.68,CFG,1
WGA,GL_000042,P10968,G25824CS,14186.35,976.13,CFG,1
WGA,GL_000042,P10968,G29703NT,14195.20,1307.97,CFG,1
WGA,GL_000042,P10968,G44738JR,14208.78,1147.57,CFG,1
WGA,GL_000042,P10968,G59122OR,14225.26,1098.07,CFG,1
WGA,GL_000042,P10968,G22185MF,14357.88,2235.53,CFG,1
WGA,GL_000042,P10968,G29487JS,14547.70,2950.60,CFG,1
WGA,GL_000042,P10968,G85213RR,15441.11,1097.79,CFG,1
WGA,GL_000042,P10968,G76607YV,15773.76,5982.42,CFG,1
WGA,GL_000042,P10968,G45256SO,15851.22,1639.18,CFG,1
WGA,GL_000042,P10968,G00720XU,16163.90,678.35,CFG,1
WGA,GL_000042,P10968,G91982VB,16324.50,2191.37,CFG,1
WGA,GL_000042,P10968,G00065MO,16423.44,1480.13,CFG,1
WGA,GL_000042,P10968,G49108TO,16958.59,814.60,CFG,1
WGA,GL_000042,P10968,G00076PK,16993.48,1304.55,CFG,1
WGA,GL_000042,P10968,G71451AZ,17339.35,1908.78,CFG,1
WGA,GL_000042,P10968,G17689DH,18237.86,2016.84,CFG,1
WGA,GL_000042,P10968,G32357ON,20351.15,3434.44,CFG,1
WGA,GL_000042,P10968,G11960UF,20468.67,1050.01,CFG,1
WGA,GL_000042,P10968,G31119YY,20767.94,726.65,CFG,1
WGA,GL_000042,P10968,G99893CA,21206.98,1888.99,CFG,1
WGA,GL_000042,P10968,G44375VE,22143.54,1584.86,CFG,1
WGA,GL_000042,P10968,G44060QH,23599.79,1614.87,CFG,1
WGA,GL_000042,P10968,G07670VS,24152.49,925.54,CFG,1
WGA,GL_000042,P10968,G78959US,24321.12,997.78,CFG,1
WGA,GL_000042,P10968,G95492XR,24591.25,2805.25,CFG,1
WGA,GL_000042,P10968,G45188RH,24830.71,775.61,CFG,1
WGA,GL_000042,P10968,G36414FS,25008.54,1958.97,CFG,1
WGA,GL_000042,P10968,G09713JE,25727.97,3260.26,CFG,1
WGA,GL_000042,P10968,G25651TK,25875.05,5650.82,CFG,1
WGA,GL_000042,P10968,G92743LI,26100.92,2222.30,CFG,1
WGA,GL_000042,P10968,G86702JK,26666.03,2845.12,CFG,1
WGA,GL_000042,P10968,G20818VS,26766.86,776.49,CFG,1
WGA,GL_000042,P10968,G58956TM,26769.98,3082.97,CFG,1
WGA,GL_000042,P10968,G42666HT,26937.55,811.10,CFG,1
WGA,GL_000042,P10968,G95306KD,27202.05,1629.45,CFG,1
WGA,GL_000042,P10968,G46849JR,27268.90,3307.75,CFG,1
WGA,GL_000042,P10968,G47362BJ,28053.60,832.01,CFG,1
